Check for Updates...	Zkontrolovat aktualizace...
"You are about to save/export a password protected basic library containing module(s) 
$(ARG1)
which are too large to store in binary format. If you wish users that don't have access to the library password to be able to run macros in those module(s) you must split those modules into a number of smaller modules. Do you wish to continue to save/export this library?"	"Chystáte se uložit/exportovat knihovnu chráněnou heslem, která obsahuje modul(y)
$(ARG1)
Tyto jsou příliš velké pro uložení v binárním formátu. Pokud nechcete, aby makra z tohoto modulu nemohli spouštět uživatelé, kteří neznají heslo, musíte jej rozdělit na několik menších modulu. Chcete pokračovat v uložení/exportu této knihovny?"
"Beware!

You are about to load a very unusual sort of file ($(ARG2)) from the URL:

$(ARG1)

Are you certain that this file is a legacy document created many years ago?"	"Pozor!

Chystáte se načíst velmi neobvyklý typ souboru ($(ARG2)) z URL:

$(ARG1)

Opravdu je tento soubor je dokumentem dříve používaného typu a byl vytvořen před mnoha lety?"
The data from $(ARG1) has an incorrect checksum.	Data z $(ARG1) mají nesprávný kontrolní součet.
The object $(ARG1) cannot be created in directory $(ARG2).	Nelze vytvořit objekt $(ARG1) v adresáři $(ARG2).
Data of $(ARG1) could not be read.	Nelze přečíst data $(ARG1).
The seek operation on $(ARG1) could not be performed.	Operace seek na $(ARG1) nemohla být provedena.
The tell operation on $(ARG1) could not be performed.	Operace tell na $(ARG1) nemohla být provedena.
Data for $(ARG1) could not be written.	Nelze zapsat data $(ARG1).
Action impossible: $(ARG1) is the current directory.	Neproveditelná akce: $(ARG1) je současným adresářem.
$(ARG1) is not ready.	$(ARG1) není připraven.
Action impossible: $(ARG1) and $(ARG2) are different devices (drives).	Neproveditelná akce: $(ARG1) a $(ARG2) jsou různá zařízení (mechaniky).
General input/output error while accessing $(ARG1).	Při přístupu k $(ARG1) došlo k obecné chybě vstupu/výstupu.
An attempt was made to access $(ARG1) in an invalid way.	Byl proveden neplatný pokus o přístup k $(ARG1).
$(ARG1) contains invalid characters.	$(ARG1) obsahuje neplatné znaky.
The device (drive) $(ARG1) is invalid.	Zařízení (mechanika) $(ARG1) je neplatné.
The data from $(ARG1) has an invalid length.	Data z $(ARG1) mají neplatnou délku.
The operation on $(ARG1) was started with an invalid parameter.	Operace na $(ARG1) byla spuštěna s neplatným parametrem.
The operation cannot be performed because $(ARG1) contains wildcards.	Operaci nelze provést, protože $(ARG1) obsahuje zástupné znaky.
Error during shared access to $(ARG1).	Při sdíleném přístupu k $(ARG1) došlo k chybě.
$(ARG1) contains misplaced characters.	$(ARG1) obsahuje špatně umístěné znaky.
The name $(ARG1) contains too many characters.	Název $(ARG1) obsahuje příliš mnoho znaků.
$(ARG1) does not exist.	$(ARG1) neexistuje.
The path $(ARG1) does not exist.	Cesta $(ARG1) neexistuje.
The operation on $(ARG1) is not supported on this operating system.	Operace na $(ARG1) není v tomto operačním systému podporována.
$(ARG1) is not a directory.	$(ARG1) není adresářem.
$(ARG1) is not a file.	$(ARG1) není souborem.
There is no space left on device $(ARG1).	Na zařízení $(ARG1) již není volné místo.
The operation on $(ARG1) cannot be performed because too many files are already open.	Operaci na $(ARG1) nelze provést, protože je již otevřeno příliš mnoho souborů.
The operation on $(ARG1) cannot be performed because there is no more memory available.	Operaci na $(ARG1) nelze provést, protože již není dostupná žádná paměť.
The operation on $(ARG1) cannot continue because more data is pending.	Operace na $(ARG1) nemůže pokračovat, protože data ještě čekají na zpracování.
$(ARG1) cannot be copied into itself.	$(ARG1) nelze zkopírovat do sebe sama.
Unknown input/output error while accessing $(ARG1).	Při přístupu k $(ARG1) došlo k neznámé chybě vstupu/výstupu.
$(ARG1) is write protected.	$(ARG1) je chráněno proti zápisu.
$(ARG1) is not in the correct format.	$(ARG1) není ve správném formátu.
The version of $(ARG1) is not correct.	Verze $(ARG1) není správná.
Drive $(ARG1) does not exist.	Zařízení $(ARG1) neexistuje.
Folder $(ARG1) does not exist.	Složka $(ARG1) neexistuje.
The installed Java version is not supported.	Nainstalovaná verze Javy není podporována.
The installed Java version $(ARG1) is not supported.	Nainstalovaná verze Javy $(ARG1) není podporována.
The installed Java version is not supported, at least version $(ARG1) is required.	Nainstalovaná verze Javy není podporována, je vyžadována nejméně verze $(ARG1).
The installed Java version $(ARG1) is not supported, at least version $(ARG2) is required.	Nainstalovaná verze Javy $(ARG1) není podporována, je vyžadována nejméně verze $(ARG2).
The data associated with the partnership is corrupted.	Data spojená s tímto svazkem jsou poškozená.
The data associated with the partnership $(ARG1) is corrupted.	Data spojená se svazkem $(ARG1) jsou poškozená.
Volume $(ARG1) is not ready.	Svazek $(ARG1) není připraven.
$(ARG1) is not ready; please insert a storage medium.	$(ARG1) není připraven; vložte úložné médium.
Volume $(ARG1) is not ready; please insert a storage medium.	Svazek $(ARG1) není připraven; vložte úložné médium.
Please insert disk $(ARG1).	Vložte disk $(ARG1).
The object cannot be created in directory $(ARG1).	Nelze vytvořit objekt v adresáři $(ARG1).
%PRODUCTNAME cannot keep files from being overwritten when this transmission protocol is used. Do you want to continue anyway?	%PRODUCTNAME při použití tohoto přenosového protokolu nemůže ochránit soubory před přepsáním. Chcete i přesto pokračovat?
"The file '$(ARG1)' is corrupt and therefore cannot be opened. %PRODUCTNAME can try to repair the file.

The corruption could be the result of document manipulation or of structural document damage due to data transmission.

We recommend that you do not trust the content of the repaired document.
Execution of macros is disabled for this document.

Should %PRODUCTNAME repair the file?
"	"Soubor '$(ARG1)' je poškozen, a proto jej nelze otevřít. %PRODUCTNAME se může pokusit soubor opravit.

Poškození může být následkem manipulace s dokumentem nebo poškozením při přenosu.

Doporučujeme obsahu opraveného souboru nevěřit.
Pro tento dokument je zakázáno spouštění maker.

Má %PRODUCTNAME tento soubor opravit?
"
The file '$(ARG1)' could not be repaired and therefore cannot be opened.	Soubor '$(ARG1)' není možné opravit, a proto nemůže být ani otevřen.
"Configuration data in '$(ARG1)' is corrupted. Without this data some functions may not operate correctly.
Do you want to continue startup of %PRODUCTNAME without the corrupted configuration data?"	"Konfigurační zdroj dat '$(ARG1)' je poškozen. Bez těchto údajů nebudou některé funkce pracovat správně.
Chcete pokračovat ve spouštění %PRODUCTNAME bez poškozených konfiguračních údajů?"
"The personal configuration file '$(ARG1)' is corrupted and must be deleted to continue. Some of your personal settings may be lost.
Do you want to continue startup of %PRODUCTNAME without the corrupted configuration data?"	"Osobní konfigurační soubor '$(ARG1)' je poškozen a musí být před pokračováním smazán. Některá vaše nastavení mohou být ztracena.
Chcete pokračovat ve spouštění %PRODUCTNAME bez poškozených konfiguračních údajů?"
The configuration data source '$(ARG1)' is unavailable. Without this data some functions may not operate correctly.	Konfigurační zdroj dat '$(ARG1)' je nedostupný. Bez těchto údajů nebudou některé funkce pracovat správně.
"The configuration data source '$(ARG1)' is unavailable. Without this data some functions may not operate correctly.
Do you want to continue startup of %PRODUCTNAME without the missing configuration data?"	"Konfigurační zdroj dat '$(ARG1)' je nedostupný. Bez těchto údajů nebudou některé funkce pracovat správně.
Chcete pokračovat ve spouštění %PRODUCTNAME bez chybějících konfiguračních údajů?"
The form contains invalid data. Do you still want to continue?	Formulář obsahuje neplatná data. Chcete stále pokračovat?
The file $(ARG1) is locked by another user. Currently, another write access to this file cannot be granted.	Soubor $(ARG1) má uzamčen jiný uživatel. Nikdo další momentálně nemůže otevřít soubor pro zápis.
The file $(ARG1) is locked by yourself. Currently, another write access to this file cannot be granted.	Soubor $(ARG1) máte uzamčen pro sebe. Nikdo další momentálně nemůže otevřít soubor pro zápis.
The file $(ARG1) is currently not locked by yourself.	Soubor $(ARG1) momentálně nemáte uzamčen.
"The previously obtained lock for file $(ARG1) has expired.
This can happen due to problems on the server managing the file lock. It cannot be guaranteed that write operations on this file will not overwrite changes done by other users!"	"Dříve získaný zámek pro soubor $(ARG1) již vypršel.
Mohlo dojít k problému na serveru, který spravuje zámky souborů. Nelze zaručit, že zápis do tohoto souboru nepřepíše změny provedené dalšími uživateli!"
"Component cannot be loaded, possibly broken or incomplete installation.
Full error message:

 $(ARG1)."	"Komponentu se nepodařilo načíst, instalace je pravděpodobně poškozená nebo neúplná.
Chybová zpráva:

$(ARG1)."
"Unable to verify the identity of $(ARG1) site.

Before accepting this certificate, you should examine this site's certificate carefully. Are you willing to accept this certificate for the purpose of identifying the Web site $(ARG1)?"	"Nelze ověřit identitu stránek $(ARG1).

Než certifikát přijmete, měli byste je důkladně prověřit. Opravdu chcete přijmout tento certifikát pro identifikaci webových stránek $(ARG1)?"
"$(ARG1) is a site that uses a security certificate to encrypt data during transmission, but its certificate expired on $(ARG2).

You should check to make sure that your computer's time is correct."	"$(ARG1) jsou stránky, které k zabezpečení dat během přenosu používají bezpečnostní certifikát, ale jeho platnost vypršela $(ARG2).

Ujistěte se, zda máte správně nastaven systémový čas."
Security Warning: Server Certificate Invalid	Bezpečnostní upozornění: Neplatný certifikát serveru
"You have attempted to establish a connection with $(ARG1). However, the security certificate presented belongs to $(ARG2). It is possible, though unlikely, that someone may be trying to intercept your communication with this web site.

If you suspect the certificate shown does not belong to $(ARG1), please cancel the connection and notify the site administrator.

Would you like to continue anyway?"	"Pokoušíte se připojit k $(ARG1). Bezpečnostní certifikát ovšem patří $(ARG2). Je možné, ale nepravděpodobné, že se někdo snaží odposlechnout vaši komunikaci s těmito webovými stránkami.

Pokud máte podezření, že certifikát nepatří $(ARG1), přerušte spojení a upozorněte administrátora webu.

Chcete pokračovat?"
Security Warning: Server Certificate Expired	Bezpečnostní upozornění: Certifikát serveru vypršel
"The certificate could not be validated. You should examine this site's certificate carefully.

If you suspect the certificate shown, please cancel the connection and notify the site administrator."	"Nelze ověřit certifikát. Důkladně prozkoumejte certifikát tohoto webu.

Pokud máte o zobrazeném certifikátu pochybnosti, přerušte spojení a upozorněte správce webu."
Security Warning: Domain Name Mismatch	Bezpečnostní upozornění: Nesouhlasí název domény
Add	Přidat
Apply	Použít
Cancel	Zrušit
Close	Zavřít
Delete	Smazat
Edit	Upravit
Help	Nápověda
New	Nový
No	Ne
OK	OK
Remove	Odstranit
Reset	Obnovit
Yes	Ano
"Enter password to open file: 
"	"Zadejte heslo pro otevření souboru: 
"
"Enter password to modify file: 
"	"Zadejte heslo pro úpravy souboru: 
"
Enter password: 	Zadejte heslo: 
Confirm password: 	Potvrďte heslo: 
Set Password	Nastavit heslo
Enter Password	Zadejte heslo
The confirmation password did not match the password. Set the password again by entering the same password in both boxes.	Zadané potvrzení hesla neodpovídá zadanému heslu. Zadejte do obou polí stejné heslo.
Document in Use	Dokument je používán
"Document file '$(ARG1)' is locked for editing by yourself on a different system since $(ARG2)

Open document read-only, or ignore own file locking and open the document for editing."	"Soubor dokumentu '$(ARG1)' je vámi zamčen pro úpravy v jiném systému od $(ARG2)

Otevřete dokument jen pro čtení, nebo ignorujte vlastní zamknutí souboru a otevřete dokument pro úpravy."
Open Read-Only	Otevřít jen pro čtení
Open	Otevřít
"Document file '$(ARG1)' is locked for editing by yourself on a different system since $(ARG2)

Close document on other system and retry saving or ignore own file locking and save current document."	"Dokument '$(ARG1)' je vámi zamčen pro úpravy na jiném systému od $(ARG2)

Zavřete dokument v jiném systému a zkuste jej znovu uložit, nebo ignorujte vlastní zamknutí souboru a uložte aktuální dokument."
